Date,SP500_ret,VIX,VIX_chg,Treasury_10Y,Treasury_chg,Fed_Rate,USD_Index,USD_chg
2015-01-05,-0.01844721353258727,19.920000076293945,0.11973013216134865,2.3900466011060915,-1.9867391649186987,3.3429894670585916,95.85599552822768,-0.08543339537611683
2015-01-06,-0.00893325469070017,21.1200008392334,0.06024100192487092,2.3899863008405067,-6.0300265584789514e-05,3.2051868388510925,96.83457884758865,0.010208890053964303
2015-01-07,0.011562735844876304,19.309999465942383,-0.08570081919356187,2.1452090304204985,-0.2447772704200082,3.007960775253147,102.58403673034204,0.059374016505020055
2015-01-08,0.017730168127155693,17.010000228881836,-0.11910923359252923,4.1654403644373375,2.020231334016839,0.17959287172632316,95.21986522039323,-0.07178671989002217
2015-01-09,-0.008439322147078786,17.549999237060547,0.03174597301073678,3.502787529358022,-0.6626528350793155,3.671012466808173,103.16877985893782,0.08347958296460778
2015-01-12,-0.008126616843470486,19.600000381469727,0.11680918709558497,4.424774630404986,0.9219871010469642,2.8272342996605517,98.65093920231806,-0.04379077335989623
2015-01-13,-0.0025818854358163217,20.559999465942383,0.04897954417287975,4.0811066020010545,-0.34366802840393174,1.7793815345967454,101.11494852719198,0.02497704882282581
2015-01-14,-0.00583002896797565,21.479999542236328,0.04474708658518822,2.5308477766956905,-1.550258825305364,0.759423708810128,101.96031406989114,0.00836044081525511
2015-01-15,-0.009290903004567546,22.389999389648438,0.04236498448814063,2.4545624180177517,-0.07628535867793884,0.5626525985363567,98.42475219186304,-0.0346758629598235
2015-01-16,0.013334893186267299,20.950000762939453,-0.06431436650126654,2.4585112746335844,0.003948856615832774,4.174439832249895,96.07962448110835,-0.023826605183452587
2015-01-20,0.001548752433400387,19.889999389648438,-0.050596722419512186,2.7280728504951046,0.2695615758615202,2.0699333627523795,102.42201009121132,0.06601176518284624
2015-01-21,0.004720465022189361,18.850000381469727,-0.05228753343853643,3.5296322368059485,0.8015593863108439,3.671802080515271,100.09735510003937,-0.022696830389305478
2015-01-22,0.015154313070630327,16.399999618530273,-0.1299735126450129,2.3487346516301044,-1.180897585175844,3.921122331649334,99.22445790030879,-0.008720482163171894
2015-01-23,-0.005506656279301935,16.65999984741211,0.01585367286155681,2.7303616213380453,0.38162696970794086,0.6792712492263341,98.98087178236231,-0.0024548999621767376
2015-01-26,0.0025651679986232745,15.520000457763672,-0.06842733493935294,3.962939903482534,1.2325782821444888,1.8473212623324078,104.76020157524493,0.05838835008030774
2015-01-27,-0.013478287815857576,17.219999313354492,0.10953600550574838,2.4991844553958993,-1.4637554480866348,1.3469585249294753,103.73555576227089,-0.00978086904727915
